model,representation,batch_size,rowsPerTB,rowsPerT,numTreeThreads,treeInterleaveDepth,cache_rows,cache_trees,unroll,total,kernel
higgs,gpu_reorg,4096,2,1,50,-1,true,false,true,0.0447616,0.0230737
year_prediction_msd,gpu_reorg,4096,2,1,50,-1,false,false,true,0.16089,0.107201
year_prediction_msd,gpu_reorg,4096,2,1,50,-1,true,false,true,0.148278,0.0944002
abalone,gpu_array,4096,2,1,50,2,false,false,true,0.108834,0.0975956
abalone,gpu_array,4096,2,1,50,2,true,false,true,0.102268,0.0914905
airline,gpu_array,4096,2,1,50,2,false,false,true,0.0374373,0.0228068
airline,gpu_array,4096,2,1,50,2,true,false,true,0.0371391,0.0216947
airline-ohe,gpu_array,4096,2,1,50,2,false,false,true,0.571038,0.282468
airline-ohe,gpu_array,4096,2,1,50,2,true,false,true,0.503757,0.215336
covtype,gpu_array,4096,2,1,50,2,false,false,true,0.219734,0.153109
covtype,gpu_array,4096,2,1,50,2,true,false,true,0.215456,0.148865
epsilon,gpu_array,4096,2,1,50,2,false,false,true,0.831543,0.0534009
epsilon,gpu_array,4096,2,1,50,2,true,false,true,0.841938,0.0636523
higgs,gpu_array,4096,2,1,50,2,false,false,true,0.0451082,0.0233468
higgs,gpu_array,4096,2,1,50,2,true,false,true,0.0435742,0.0225993
year_prediction_msd,gpu_array,4096,2,1,50,2,false,false,true,0.134275,0.0810396
year_prediction_msd,gpu_array,4096,2,1,50,2,true,false,true,0.128983,0.0758211
abalone,gpu_sparse,4096,2,1,50,2,false,false,true,0.136841,0.125584
abalone,gpu_sparse,4096,2,1,50,2,true,false,true,0.176991,0.166339
airline,gpu_sparse,4096,2,1,50,2,false,false,true,0.0423804,0.0270638
airline,gpu_sparse,4096,2,1,50,2,true,false,true,0.0394938,0.0240544
airline-ohe,gpu_sparse,4096,2,1,50,2,false,false,true,0.630111,0.340901
airline-ohe,gpu_sparse,4096,2,1,50,2,true,false,true,0.546696,0.257965
covtype,gpu_sparse,4096,2,1,50,2,false,false,true,0.234722,0.168791
covtype,gpu_sparse,4096,2,1,50,2,true,false,true,0.220957,0.155015
epsilon,gpu_sparse,4096,2,1,50,2,false,false,true,0.844948,0.0668396
epsilon,gpu_sparse,4096,2,1,50,2,true,false,true,0.844462,0.0668604
higgs,gpu_sparse,4096,2,1,50,2,false,false,true,0.048717,0.0271179
higgs,gpu_sparse,4096,2,1,50,2,true,false,true,0.0459347,0.0243949
year_prediction_msd,gpu_sparse,4096,2,1,50,2,false,false,true,0.138072,0.0845345
year_prediction_msd,gpu_sparse,4096,2,1,50,2,true,false,true,0.13202,0.0790043
abalone,gpu_reorg,4096,2,1,50,2,false,false,true,0.0797917,0.0685425
abalone,gpu_reorg,4096,2,1,50,2,true,false,true,0.0842033,0.0729142
airline,gpu_reorg,4096,2,1,50,2,false,false,true,0.0350456,0.0194397
airline,gpu_reorg,4096,2,1,50,2,true,false,true,0.0360323,0.0204118
airline-ohe,gpu_reorg,4096,2,1,50,2,false,false,true,0.372926,0.0844999
airline-ohe,gpu_reorg,4096,2,1,50,2,true,false,true,0.35178,0.063457
covtype,gpu_reorg,4096,2,1,50,2,false,false,true,0.192111,0.125708
covtype,gpu_reorg,4096,2,1,50,2,true,false,true,0.189831,0.12298
epsilon,gpu_reorg,4096,2,1,50,2,false,false,true,0.83244,0.0530505
epsilon,gpu_reorg,4096,2,1,50,2,true,false,true,0.844517,0.0648857
higgs,gpu_reorg,4096,2,1,50,2,false,false,true,0.0420264,0.0207015
higgs,gpu_reorg,4096,2,1,50,2,true,false,true,0.0436271,0.0217428
